"customerid","totalrevenue","totalorders","lastpurchasedate"
"17400","2097.84","5","31-03-2011"
"17402","2633.85","13","30-08-2011"
"17403","263.92","1","03-11-2011"
"17404","30300.82","18","31-07-2011"
"17405","967.22","5","30-09-2011"
"17406","1912.72","5","13-01-2011"
"17408","32.65","1","29-06-2011"
"17409","771.85","2","08-06-2011"
"17410","1214.72","5","23-11-2011"
"17411","748.94","4","27-11-2011"
"17412","1258.06","7","27-05-2011"
"17414","778","2","27-10-2011"
"17415","507.84","1","21-09-2011"
"17416","6838.34","9","30-08-2011"
"17418","463.46000000000004","2","28-10-2011"
"17419","4200.97","14","28-11-2011"
"17420","598.83","3","21-06-2011"
"17422","1853.1299999999999","10","26-07-2011"
"17423","663.63","4","25-10-2011"
"17425","759.17","2","20-11-2011"
"17426","5022.26","7","17-06-2011"
"17427","100.8","1","29-09-2011"
"17428","17078.45","33","31-03-2011"
"17429","512.12","4","11-08-2011"
"17430","265.76","2","09-12-2010"
"17431","403.3","1","30-01-2011"
"17432","365.76","2","21-11-2011"
"17433","303.16","1","12-09-2011"
"17434","2333.42","9","30-11-2011"
"17436","216.29999999999998","2","27-04-2011"
"17438","378.3","2","31-03-2011"
"17440","177.1","5","15-07-2011"
"17442","2210.2599999999998","10","28-06-2011"
"17443","534.24","1","04-05-2011"
"17444","2940.04","3","20-06-2011"
"17446","120.9","2","16-06-2011"
"17447","541.53","2","30-10-2011"
"17448","-4287.63","1","18-07-2011"
"17449","2503.21","8","25-10-2011"
"17450","187322.16999999998","55","31-10-2011"
"17451","1648.95","10","31-08-2011"
"17453","486.71999999999997","2","22-11-2011"
"17454","517.53","4","31-05-2011"
"17455","131.7","1","20-05-2011"
"17456","249.85999999999999","1","09-12-2010"
"17457","1737.7","5","19-05-2011"
"17458","316.5","1","24-11-2011"
"17459","657.3","2","27-10-2011"
"17460","452.63","8","28-04-2011"
"17461","735.82","3","17-11-2011"
"17462","662.94","3","28-02-2011"
"17463","1860.81","6","30-01-2011"
"17464","289.96","1","04-07-2011"
"17466","763.28","2","29-11-2011"
"17468","137","2","29-11-2011"
"17469","1843.06","6","28-09-2011"
"17470","1125.07","5","26-10-2011"
"17472","697.54","3","24-02-2011"
"17475","194.37","1","21-09-2011"
"17480","506.51","2","27-09-2011"
"17481","1249.34","5","24-11-2011"
"17483","414.04","3","28-07-2011"
"17486","396.87","1","23-03-2011"
"17489","376.64","2","12-10-2011"
"17490","1926.8799999999999","11","27-09-2011"
"17491","3541.92","11","29-07-2011"
"17492","374.57","1","05-04-2011"
"17495","497.56","2","02-12-2011"
"17496","271.05","1","16-12-2010"
"17498","272.22","1","25-09-2011"
"17499","622.88","1","23-02-2011"
"17500","1138","3","22-11-2011"
"17501","288.6","2","03-05-2011"
"17502","689.1","4","30-11-2011"
"17503","558.96","2","07-12-2011"
"17504","2745.28","10","23-02-2011"
"17505","1145.84","2","18-05-2011"
"17506","294.29","2","30-09-2011"
"17507","605.58","2","23-03-2011"
"17508","387.31","1","04-03-2011"
"17509","6069.24","11","13-10-2011"
"17510","308.48","1","15-11-2011"
"17511","88125.38","46","29-03-2011"
"17512","2920.04","11","24-03-2011"
"17513","513.2","1","28-09-2011"
"17514","208.65","1","03-08-2011"
"17515","639.02","4","25-01-2011"
"17516","764.88","5","27-02-2011"
"17517","153.94","1","04-02-2011"
"17519","1839.07","7","29-07-2011"
"17520","546.81","1","17-10-2011"
"17521","721.9599999999999","4","24-05-2011"
"17522","1070.71","5","24-07-2011"
"17523","652.74","4","28-11-2011"
"17524","145","1","13-12-2010"
"17525","422.70000000000005","1","15-12-2010"
"17526","706.7","8","31-03-2011"
"17527","888.86","6","22-08-2011"
"17528","3540.1","11","30-11-2011"
"17530","2367.12","10","27-10-2011"
"17531","293.45","2","11-08-2011"
"17534","223.36","1","17-10-2011"
"17535","164.4","1","04-03-2011"
"17536","76.5","1","15-06-2011"
"17537","887.67","2","10-11-2011"
"17538","98.42","1","14-11-2011"
"17540","570.4","3","27-01-2011"
"17542","170.75","1","15-03-2011"
"17545","642.32","3","27-10-2011"
"17547","-11.8","1","02-12-2010"
"17548","-141.48","3","20-04-2011"
"17549","148.86","2","19-10-2011"
"17550","267.16","3","26-05-2011"
"17551","290.34","1","15-12-2010"
"17552","909.96","6","29-09-2011"
"17553","1487.6","1","02-08-2011"
"17554","1952.45","5","23-11-2011"
"17555","480.31","2","20-11-2011"
"17556","157.9","1","18-05-2011"
"17557","541.46","3","26-10-2011"
"17560","854.95","5","19-05-2011"
"17561","165.12","1","20-11-2011"
"17562","1107.38","8","27-06-2011"
"17564","454.01","3","26-10-2011"
"17566","869.77","2","14-11-2011"
"17567","4012.56","10","21-09-2011"
"17569","344.14","1","11-01-2011"
"17571","1425.67","4","20-10-2011"
"17572","226.75000000000003","4","29-09-2011"
"17573","362.9","4","15-09-2011"
"17574","185.65","1","11-04-2011"
"17576","3399.93","22","27-09-2011"
"17578","124.74","2","05-05-2011"
"17579","440.2","4","25-07-2011"
"17580","215.72","3","31-01-2011"
"17581","10716.31","31","31-08-2011"
"17582","175.27","1","17-04-2011"
"17584","1227.3","3","29-11-2011"
"17585","1116.68","4","22-08-2011"
"17588","1240.2","3","31-08-2011"
"17589","2404.17","4","13-04-2011"
"17590","1468.02","3","30-10-2011"
"17591","2192.7200000000003","8","27-09-2011"
"17593","3908.08","6","26-06-2011"
"17594","993.18","2","30-03-2011"
"17595","386.69","2","27-11-2011"
"17596","2806.69","7","26-07-2011"
"17597","2044.3700000000001","1","10-05-2011"
"17600","161.67000000000002","1","22-11-2011"
"17601","116.00999999999999","1","14-04-2011"
"17602","5002.22","8","27-10-2011"
"17603","-1165.3","5","22-09-2011"
"17604","309.36","2","31-01-2011"
"17608","191.99","2","06-11-2011"
"17609","1097.48","6","30-10-2011"
"17611","3924.77","19","28-10-2011"
"17612","1992.76","10","22-07-2011"
"17613","4494.77","17","29-05-2011"
"17614","386.32","1","13-10-2011"
"17615","329.6","3","20-05-2011"
"17616","571.1999999999999","3","30-03-2011"
"17618","930.28","3","12-12-2010"
"17619","214.37","1","31-01-2011"
"17620","81.44","1","11-10-2011"
"17621","1336.1","4","31-01-2011"
"17623","527.0500000000001","1","07-11-2011"
"17624","843.48","2","25-11-2011"
"17625","2020.4","4","27-03-2011"
"17628","75.75","1","19-09-2011"
"17629","1784.12","9","21-11-2011"
"17630","503.59999999999997","2","23-06-2011"
"17631","528.33","3","25-07-2011"
"17633","1242.34","6","29-09-2011"
"17634","2358.59","9","23-10-2011"
"17636","265.93","2","20-11-2011"
"17637","547.0600000000001","2","16-08-2011"
"17639","108.5","1","08-03-2011"
"17640","621.66","1","14-09-2011"
"17642","712.29","2","16-06-2011"
"17643","101.55","1","01-12-2010"
"17644","2768.98","17","24-03-2011"
"17646","995.6600000000001","4","14-03-2011"
"17647","133.06","1","05-10-2011"
"17648","1789.55","5","31-05-2011"
"17649","861.74","2","28-07-2011"
"17650","166.08","1","18-11-2011"
"17651","3886.67","14","30-10-2011"
"17652","4737.13","18","27-10-2011"
"17653","1175.88","5","11-08-2011"
"17654","117.55","1","07-03-2011"
"17655","2571.7400000000002","8","30-10-2011"
"17656","1674.69","5","27-09-2011"
"17658","485.88","3","29-11-2011"
"17659","2954.75","14","31-08-2011"
"17660","178.75","1","21-07-2011"
"17663","1788.27","9","25-05-2011"
"17664","604.64","2","21-11-2011"
"17666","728.16","2","06-12-2011"
"17667","2055.51","5","14-02-2011"
"17668","347.75","2","08-12-2011"
"17669","3406.7200000000003","7","28-10-2011"
"17670","205.7","1","26-04-2011"
"17671","1284.08","6","28-07-2011"
"17672","3106.62","4","27-10-2011"
"17673","1588.07","7","30-06-2011"
"17674","551.0400000000001","2","26-09-2011"
"17675","20098.1","41","31-10-2011"
"17676","1366.77","7","25-08-2011"
"17677","16201.37","43","31-08-2011"
"17678","298.11","1","21-03-2011"
"17679","1992.11","2","18-10-2011"
"17680","184.4","1","16-11-2011"
"17682","2459.33","7","31-05-2011"
"17684","239.41","1","27-10-2011"
"17685","3155.83","7","23-11-2011"
"17686","5739.46","7","23-05-2011"
"17690","4717.3","16","30-08-2011"
"17691","290.40000000000003","2","16-12-2010"
"17692","733.4399999999999","5","27-04-2011"
"17693","187.02","3","26-07-2011"
"17694","283.12","1","21-07-2011"
"17695","765.34","2","31-07-2011"
"17696","2201.05","14","24-07-2011"
"17697","338.95","1","17-04-2011"
"17698","154.95","1","24-03-2011"
"17700","2508.89","6","23-11-2011"
"17701","417.95","1","01-04-2011"
"17702","1719.72","6","29-06-2011"
"17703","798.74","3","24-07-2011"
"17704","885.19","2","24-06-2011"
"17705","1781.12","10","31-08-2011"
"17706","10097.37","22","31-08-2011"
"17707","152.4","2","07-06-2011"
"17708","263.33","2","19-01-2011"
"17709","137.45000000000002","1","23-06-2011"
"17711","385.1","2","29-11-2011"
"17712","522.91","1","26-10-2011"
"17714","153","1","23-01-2011"
"17715","326.4","1","23-05-2011"
"17716","5505.79","12","25-09-2011"
"17718","139.35","1","21-04-2011"
"17719","5367.8","18","30-06-2011"
"17720","1195.94","4","28-04-2011"
"17722","2380.64","6","26-01-2011"
"17723","3276.4","6","23-05-2011"
"17724","995.6500000000001","4","29-09-2011"
"17725","3371.13","14","31-08-2011"
"17727","1042.55","2","30-11-2011"
"17728","2515.68","5","18-11-2011"
"17730","5288.83","15","29-06-2011"
"17731","878.2","5","26-06-2011"
"17732","303.97","1","02-12-2010"
"17733","692.19","2","23-03-2011"
"17734","700.63","3","26-07-2011"
"17735","13110.02","19","31-03-2011"
"17736","337.49","4","30-11-2011"
"17737","168.24","2","30-11-2011"
"17738","1863.35","5","20-11-2011"
"17739","2786.05","8","29-09-2011"
"17742","355.11","2","18-08-2011"
"17744","2291.08","7","21-01-2011"
"17746","98.8","2","19-04-2011"
"17747","64.65","2","31-08-2011"
"17749","674.52","2","28-03-2011"
"17750","1710.45","9","29-07-2011"
"17752","80.64","1","15-12-2010"
"17754","1632.31","6","24-03-2011"
"17757","5573.59","31","30-09-2011"
"17758","3408.2000000000003","8","21-09-2011"
"17759","819.96","3","23-06-2011"
"17760","287.59","2","18-11-2011"
"17761","712.78","1","07-11-2011"
"17763","15","1","21-03-2011"
"17764","772.55","2","20-10-2011"
"17765","367.63","3","28-03-2011"
"17767","271.2","1","24-11-2011"
"17768","2081.9","3","26-06-2011"
"17769","3920.08","12","27-11-2011"
"17770","1143.27","5","25-05-2011"
"17771","245.81","2","20-01-2011"
"17772","173.45","2","29-11-2011"
"17774","1203.78","5","17-07-2011"
"17775","56.4","1","30-03-2011"
"17777","647.56","3","31-10-2011"
"17779","633.92","5","19-07-2011"
"17781","188.02","2","31-03-2011"
"17783","283.47","2","28-09-2011"
"17785","131.94","1","17-10-2011"
"17786","266.85","2","26-01-2011"
"17787","1817.54","4","20-01-2011"
"17788","1117.9","2","27-09-2011"
"17789","225.9","1","03-03-2011"
"17790","1964.3","14","29-07-2011"
"17791","106.1","1","10-11-2011"
"17793","300.34","1","14-11-2011"
"17795","342.83","2","20-03-2011"
"17796","690","4","30-10-2011"
"17797","780.43","3","17-11-2011"
"17799","3009.32","11","29-06-2011"
"17800","1187.21","9","21-10-2011"
"17802","1251.84","4","18-09-2011"
"17805","512.31","1","27-09-2011"
"17806","546.04","1","28-11-2011"
"17809","4627.62","15","24-06-2011"
"17811","7601.8","51","28-11-2011"
"17812","699.81","4","27-11-2011"
"17813","1641.79","7","29-09-2011"
"17816","36.56","4","15-03-2011"
"17817","387.68","3","07-03-2011"
"17819","3661.0699999999997","8","29-09-2011"
"17820","-24.05","2","15-12-2010"
"17824","298.4","1","19-10-2011"
"17827","1987.33","5","11-04-2011"
"17828","1599.97","9","30-08-2011"
"17829","889.24","1","14-02-2011"
"17830","398.7","3","24-02-2011"
"17831","35.400000000000006","1","06-11-2011"
"17832","155.37","1","21-10-2011"
"17835","342.24","3","30-11-2011"
"17836","110.21","1","23-10-2011"
"17837","1508.38","10","29-06-2011"
"17838","2267.4","6","20-02-2011"
"17839","318.15","1","28-10-2011"
"17841","39869.05","169","31-10-2011"
"17843","205.48","1","09-02-2011"
"17844","51.56","1","25-08-2011"
"17846","2033.1","1","15-09-2011"
"17848","901.1999999999999","9","23-06-2011"
"17849","605.8000000000001","4","21-03-2011"
"17850","5303.4800000000005","35","10-02-2011"
"17852","114.34","2","28-11-2011"
"17854","311.26","2","26-04-2011"
"17855","208.97","1","02-12-2010"
"17856","1393.79","6","20-04-2011"
"17857","26763.34","25","28-09-2011"
"17858","5140.66","12","24-06-2011"
"17859","141.92000000000002","1","08-02-2011"
"17860","226.45000000000002","1","06-12-2010"
"17861","2056.2799999999997","9","31-03-2011"
"17862","330.9","1","20-01-2011"
"17863","3160","6","30-03-2011"
"17864","554.85","3","27-11-2011"
"17865","10158.54","27","31-08-2011"
"17866","325.7","2","20-07-2011"
"17867","583.52","8","24-02-2011"
"17869","428.18","5","24-08-2011"
"17870","1860.94","13","29-09-2011"
"17871","155.9","1","19-05-2011"
"17873","1754.16","6","20-09-2011"
"17874","658.26","7","29-03-2011"
"17877","237.60999999999999","1","22-06-2011"
"17878","379.45","1","27-10-2011"
"17879","178.51999999999998","1","19-06-2011"
"17880","458.92","1","10-12-2010"
"17881","133.35","1","08-02-2011"
"17883","664.34","4","25-11-2011"
"17884","695.0699999999999","4","06-12-2011"
"17885","156.34","1","27-11-2011"
"17886","869.28","3","13-05-2011"
"17887","111.35","1","02-08-2011"
"17888","515.73","10","26-01-2011"
"17889","201.37","2","21-01-2011"
"17890","586.89","2","21-01-2011"
"17891","203.85999999999999","1","30-06-2011"
"17892","244.1","3","14-10-2011"
"17893","107.21","1","28-04-2011"
"17894","1118.96","8","31-01-2011"
"17895","95.45","1","26-10-2011"
"17896","256.32","1","16-11-2011"
"17897","516.3100000000001","4","20-06-2011"
"17898","152.06","2","16-05-2011"
"17899","154.54999999999998","1","03-07-2011"
"17900","15","4","28-06-2011"
"17901","110.38","1","10-11-2011"
"17904","168.32","2","18-11-2011"
"17905","798.99","4","29-09-2011"
"17906","72.9","1","06-04-2011"
"17908","232.03","1","01-12-2010"
"17911","366.23","1","30-11-2011"
"17912","294.66","6","15-12-2010"
"17913","408.65","2","19-12-2010"
"17914","329.36","1","06-12-2011"
"17917","335.03","3","28-03-2011"
"17919","1304.04","1","12-09-2011"
"17920","4119.5","17","28-11-2011"
"17921","820.23","4","30-06-2011"
"17923","207.50000000000003","1","02-03-2011"
"17924","2894.33","13","31-10-2011"
"17925","244.08","1","02-12-2010"
"17926","397.29","2","29-07-2011"
"17928","212.54000000000002","2","25-10-2011"
"17929","834.5","5","30-03-2011"
"17930","1740.48","5","30-06-2011"
"17931","408.36","2","29-03-2011"
"17932","1331.57","3","19-06-2011"
"17934","704.25","2","19-10-2011"
"17935","145.79","2","24-07-2011"
"17936","380.13","1","04-12-2011"
"17937","4301.22","7","27-03-2011"
"17939","99.14","1","03-07-2011"
"17940","1897.18","14","28-06-2011"
"17941","304.56","1","01-08-2011"
"17942","77.50000000000001","1","02-12-2011"
"17946","149.57999999999998","2","25-03-2011"
"17947","176.68","1","02-11-2011"
"17948","358.56000000000006","1","15-07-2011"
"17949","52750.84","52","31-08-2011"
"17950","472.12","4","28-09-2011"
"17951","990.8400000000001","4","31-10-2011"
"17954","2276.78","16","30-06-2011"
"17955","557.3","4","25-05-2011"
"17956","12.75","1","04-04-2011"
"17957","111.68","1","04-10-2011"
"17958","508.46","1","15-08-2011"
"17960","73.78","1","21-06-2011"
"17961","1296.44","39","30-09-2011"
"17962","102.41","1","20-07-2011"
"17964","463.21","2","08-11-2011"
"17965","2599.19","14","28-07-2011"
"17966","1098.43","5","23-03-2011"
"17967","112.27","1","03-12-2010"
"17968","265.1","1","01-12-2010"
"17969","228.2","2","26-06-2011"
"17970","562.79","1","12-05-2011"
"17972","135.19","1","12-04-2011"
"17973","337.04","1","19-10-2011"
"17974","703.99","3","26-10-2011"
"17975","4388.06","14","31-05-2011"
"17976","321.79","1","02-12-2010"
"17977","288.14","1","10-11-2011"
"17978","300.92","1","09-12-2010"
"17979","712.51","5","25-03-2011"
"17980","811.45","3","27-06-2011"
"17984","152.68","1","17-07-2011"
"17985","631.35","1","17-11-2011"
"17986","20.8","1","14-10-2011"
"17987","198.57","1","07-06-2011"
"17988","191.17000000000002","8","28-11-2011"
"17990","630.84","3","21-12-2010"
"17991","93.35","2","28-04-2011"
"17994","626.09","6","22-02-2011"
"17995","76.1","1","03-03-2011"
"17997","1503.09","12","29-07-2011"
"17999","380.39","2","08-12-2010"
"18001","415.13","2","27-11-2011"
"18004","157.92","1","12-12-2010"
"18005","226.47","2","23-10-2011"
"18006","444.68","1","16-11-2011"
"18008","2116.19","9","30-09-2011"
"18009","242.29","2","18-04-2011"
"18010","174.8","1","28-03-2011"
"18011","102.78999999999999","1","01-12-2010"
"18013","187.29","2","07-07-2011"
"18014","162.22","1","11-11-2011"
"18015","120.03","1","05-12-2011"
"18016","1477.66","5","28-01-2011"
"18017","523","3","23-06-2011"
"18018","122.14","2","24-05-2011"
"18019","38.45","1","19-10-2011"
"18022","612.72","1","04-11-2011"
"18024","236.78","3","10-07-2011"
"18027","115.31","1","02-09-2011"
"18030","220.7","3","28-10-2011"
"18032","73.5","1","09-01-2011"
"18033","93.82000000000001","1","05-10-2011"
"18034","418.68","2","18-11-2011"
"18035","713.89","3","27-10-2011"
"18036","403.12","3","26-08-2011"
"18037","70.02","6","31-03-2011"
"18040","357.2","2","20-11-2011"
"18041","4075.12","22","31-03-2011"
"18042","165.04999999999998","1","17-10-2011"
"18043","529.29","3","17-05-2011"
"18044","2085.65","11","29-03-2011"
"18045","178.34","1","25-10-2011"
"18048","172.29","2","20-05-2011"
"18050","74.4","1","15-12-2010"
"18053","297.07","2","30-09-2011"
"18055","6729.29","11","31-10-2011"
"18056","363.65","1","24-02-2011"
"18058","170.16","1","30-11-2011"
"18059","296.71","4","30-11-2011"
"18061","2119.41","10","24-08-2011"
"18062","720.52","3","19-06-2011"
"18064","814","2","29-07-2011"
"18065","2380.08","15","24-02-2011"
"18066","318","1","25-09-2011"
"18067","396.33","1","30-10-2011"
"18068","101.69999999999999","1","23-02-2011"
"18069","1994.39","7","18-04-2011"
"18071","453","2","27-03-2011"
"18072","0","2","07-07-2011"
"18073","3846.7400000000002","13","27-06-2011"
"18074","489.6","1","01-12-2010"
"18075","2538.7200000000003","14","30-03-2011"
"18077","2584.41","11","28-08-2011"
"18078","336.13","2","25-03-2011"
"18079","3613.15","4","25-10-2011"
"18080","1231.5","2","21-11-2011"
"18081","343.45","3","29-07-2011"
"18082","680.84","1","14-11-2011"
"18084","87.52999999999999","2","23-11-2011"
"18085","689.95","2","13-01-2011"
"18086","101.34","1","10-03-2011"
"18087","3770.1199999999994","4","22-02-2011"
"18088","166.03","1","09-10-2011"
"18092","9065.76","12","26-04-2011"
"18093","2083.42","5","18-02-2011"
"18094","3017.3","7","26-07-2011"
"18095","580.0500000000001","2","31-01-2011"
"18096","849.06","3","28-11-2011"
"18097","2657.45","7","31-08-2011"
"18099","168.31","1","04-08-2011"
"18101","222.4","2","28-11-2011"
"18102","256438.49","62","28-11-2011"
"18104","754.64","1","02-11-2011"
"18105","113.48","1","02-11-2011"
"18106","421.9","1","14-01-2011"
"18108","264.65","2","30-03-2011"
"18109","7877.2699999999995","31","29-05-2011"
"18110","168.55","2","20-11-2011"
"18112","352.69","2","27-11-2011"
"18113","76.32000000000001","1","06-12-2010"
"18114","220.1","1","22-02-2011"
"18116","1403.1100000000001","8","23-12-2010"
"18117","315.65","1","14-11-2011"
"18118","5567.03","31","29-11-2011"
"18119","180.7","1","07-12-2010"
"18120","111.15","1","09-05-2011"
"18121","653.3","2","13-07-2011"
"18122","1793.06","6","17-11-2011"
"18123","574.4399999999999","2","15-11-2011"
"18125","1130.1","5","27-01-2011"
"18126","200.92","1","10-10-2011"
"18127","347.08","3","29-07-2011"
"18129","112.55","1","10-04-2011"
"18130","1045.74","4","24-11-2011"
"18133","715.4999999999999","2","12-05-2011"
"18135","681.9100000000001","5","20-09-2011"
"18136","761.83","4","24-01-2011"
"18138","152.65","1","17-02-2011"
"18139","8393.22","8","22-11-2011"
"18141","-35.400000000000006","1","14-12-2010"
"18142","1014.9","4","12-05-2011"
"18143","1000.16","2","21-07-2011"
"18144","2888.75","12","26-04-2011"
"18145","2861.55","4","31-01-2011"
"18146","160.35000000000002","2","22-07-2011"
"18147","179.34","2","25-10-2011"
"18149","612.0799999999999","3","20-10-2011"
"18150","566.58","3","22-07-2011"
"18151","653.35","2","28-07-2011"
"18154","399.19","2","27-10-2011"
"18155","347.82","4","27-06-2011"
"18156","675.64","2","27-11-2011"
"18158","451.75","3","30-11-2011"
"18159","530.15","1","11-02-2011"
"18160","638.0600000000001","2","23-05-2011"
"18161","1612.79","6","29-11-2011"
"18164","394.7","2","08-11-2011"
"18165","302.46000000000004","1","15-06-2011"
"18167","1355.51","6","26-08-2011"
"18168","1123.74","9","19-05-2011"
"18169","202.65","1","10-10-2011"
"18170","980.3100000000001","3","19-08-2011"
"18171","1208.51","7","30-06-2011"
"18172","7490.17","25","31-03-2011"
"18173","2106.84","4","24-05-2011"
"18174","104","1","02-12-2011"
"18176","448.65","2","21-12-2010"
"18177","1313.6200000000001","7","29-03-2011"
"18178","1573.41","6","18-08-2011"
"18179","1793.17","6","30-11-2011"
"18180","1843.75","6","26-07-2011"
"18181","366.85","1","15-11-2011"
"18183","600.52","6","26-04-2011"
"18184","49.8","1","24-11-2011"
"18185","304.25","1","04-04-2011"
"18188","1998.49","4","24-11-2011"
"18189","1084.34","3","23-09-2011"
"18190","274.51","3","31-05-2011"
"18191","207.79999999999998","1","23-03-2011"
"18192","957.97","1","29-09-2011"
"18193","212.96","3","27-06-2011"
"18194","896","2","18-09-2011"
"18196","686.63","2","22-02-2011"
"18198","5083.06","21","31-08-2011"
"18200","150.35","1","25-08-2011"
"18202","1396.99","3","24-05-2011"
"18203","160.42","1","05-07-2011"
"18204","1960.95","4","31-05-2011"
"18205","517.36","2","26-09-2011"
"18209","139.10000000000002","1","11-11-2011"
"18210","2621.38","6","30-11-2011"
"18211","600.07","5","27-10-2011"
"18212","216.07","1","17-01-2011"
"18213","232.48000000000002","1","17-04-2011"
"18215","299.34000000000003","1","11-09-2011"
"18216","481.75","1","08-11-2011"
"18217","621.75","2","30-09-2011"
"18218","606.22","4","17-05-2011"
"18219","2019.77","11","27-10-2011"
"18220","297.78000000000003","2","27-04-2011"
"18221","1033.31","6","17-11-2011"
"18222","443","1","08-09-2011"
"18223","6315.2300000000005","27","31-10-2011"
"18224","158.95000000000002","1","21-03-2011"
"18225","5356.86","17","31-08-2011"
"18226","5192.1","14","29-03-2011"
"18227","93.75","1","06-05-2011"
"18228","769.2","3","21-09-2011"
"18229","7276.9","20","30-09-2011"
"18230","2716.6","10","30-11-2011"
"18231","2054.67","6","31-05-2011"
"18232","582.47","5","31-05-2011"
"18233","440","1","18-01-2011"
"18235","1796.48","3","29-09-2011"
"18236","882.24","6","21-09-2011"
"18237","987.1","5","28-07-2011"
"18239","1561.61","5","31-01-2011"
"18240","422.58","1","24-10-2011"
"18241","2058.09","18","30-11-2011"
"18242","2232.49","4","28-09-2011"
"18245","2507.56","8","31-01-2011"
"18246","596.1","2","20-04-2011"
"18248","783.02","4","18-08-2011"
"18249","95.34","1","22-11-2011"
"18250","342.92","2","11-02-2011"
"18251","4314.72","1","13-09-2011"
"18252","518.27","2","21-06-2011"
"18255","103.3","1","11-09-2011"
"18256","-50.1","1","20-12-2010"
"18257","2265.38","12","31-10-2011"
"18259","2338.6000000000004","3","15-11-2011"
"18260","2580.15","8","23-05-2011"
"18261","324.24","2","27-10-2011"
"18262","149.48","1","22-07-2011"
"18263","1211.08","4","16-11-2011"
"18265","801.51","2","28-09-2011"
"18268","0","2","28-07-2011"
"18269","138.9","2","16-12-2010"
"18270","238.95000000000002","3","18-03-2011"
"18272","3064.78","7","28-04-2011"
"18273","204","3","27-03-2011"
"18274","0","2","22-11-2011"
"18276","323.36","3","27-10-2011"
"18277","97.63","2","25-01-2011"
"18278","173.9","1","27-09-2011"
"18280","180.60000000000002","1","07-03-2011"
"18281","80.82","1","12-06-2011"
"18282","176.6","3","09-08-2011"
"18283","2045.53","16","30-11-2011"
"18287","1837.28","3","28-10-2011"
